"","V1","V2","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1499","0",-0.95197,-0.61113,-0.57009,-0.31685,0.62967,0.16767,0.58331,-2.07848,-0.00665,1.86203,-0.21575
"1502","0",-0.95197,0.45468,-0.57009,0.126,-0.46725,0.00332,-0.31776,0.13136,-0.52745,1.29221,1.2247
"1503","0",0.49788,-0.05921,-0.57009,-0.31685,1.72012,-2.72827,0.29338,1.2861,-0.78155,-0.21712,-0.21575
"1504","0",1.09449,1.98437,0.96082,-0.31685,0.04257,1.58487,1.06238,0.59042,2.04506,-0.21712,-0.52593
"1505","0",-0.95197,-1.7379,0.96082,-0.31685,2.82196,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637
"1506","0",-0.95197,0.45468,0.96082,-0.31685,1.02119,-0.69509,0.88309,-1.772,-0.40581,0.19268,0.40148
"1507","0",-0.07854,-0.05921,-0.57009,-0.31685,0.73545,-1.23177,0.7233,0.59042,-0.00665,0.52975,0.7654
"1526","0",-0.95197,0.45468,0.96082,-0.31685,-1.86962,1.93886,0.58331,-1.47955,0.12331,1.29221,1.92173
"1529","0",-0.07854,0.45468,-0.57009,0.1144,-0.14882,0.96248,1.24033,0.76096,-0.27607,-0.21712,0.07987
"1533","0",0.49788,-0.61113,0.21128,-0.31685,0.31287,0.00332,-0.84732,-0.60633,-0.52745,-0.71126,0.07987
"1534","0",-0.95197,-0.61113,-0.57009,0.1144,-0.46725,0.80523,0.29338,2.03972,1.81175,-1.37983,-0.21575
"1535","0",-0.95197,-0.61113,-0.57009,-0.31685,0.13606,-0.94779,-1.11902,0.43852,-1.13788,-0.71126,0.7654
"1536","0",-0.95197,-0.61113,-0.57009,0.1144,0.04257,1.74091,-0.58331,-0.45321,2.33337,0.88113,1.92173
"1538","0",-0.95197,-0.61113,-0.57009,-0.31685,0.62967,-0.15487,1.88511,1.45039,0.12331,0.88113,-0.84637
"1543","0",-0.95197,-0.61113,-0.57009,-0.31685,1.02119,-0.94779,0.88309,0.13136,-0.14277,-0.71126,0.40148
"1545","0",-0.95197,-0.61113,-0.57009,-0.31685,1.49158,0.16767,0.88309,-0.01729,0.58489,0.52975,0.7654
"1547","0",-0.07854,1.16365,0.96082,-0.31685,-0.67825,-0.94779,0.58331,0.28783,1.30612,-0.71126,-0.84637
"1548","0",-0.07854,-0.05921,0.96082,-0.31685,-0.46725,0.00332,-1.11902,0.28783,-0.00665,0.19268,-0.52593
"1549","0",1.82213,-0.05921,0.96082,-0.31685,0.41667,-1.50796,-1.82919,-0.91699,-0.40581,-1.37983,-2.07848
"1550","0",1.09449,-0.61113,0.96082,-0.31685,-0.14882,-0.94779,-1.27553,-0.60633,0.41594,-0.21712,0.07987
"1551","0",1.09449,-0.05921,0.96082,-0.31685,-0.58016,-0.57545,-1.27553,0.94156,0.93949,-1.37983,-2.07848
"1554","0",-0.95197,1.16365,0.96082,-0.31685,0.31287,0.80523,-0.97631,0.28783,0.25953,-0.21712,0.40148
"1555","0",-0.07854,-0.61113,0.96082,-0.31685,-1.32828,1.58487,-0.58331,1.61108,1.13407,0.19268,-0.21575
"1556","0",1.82213,0.45468,0.96082,-0.31685,-1.86962,1.58487,0.44585,0.76096,1.63088,0.19268,-0.52593
"1557","0",-0.95197,0.45468,0.96082,-0.22166,-0.92104,-0.15487,-0.84732,-0.76096,1.30612,-0.71126,-0.21575
"1558","0",-0.07854,1.16365,0.96082,-0.50212,0.73545,0.16767,-0.71727,-0.91699,1.13407,-1.37983,-0.84637
"1559","0",0.49788,0.45468,0.96082,-0.31685,0.62967,-1.50796,-0.31776,0.28783,-0.14277,-0.71126,-2.07848
"1560","0",1.09449,-2.43591,0.96082,-0.31685,0.22393,-0.30033,-1.27553,-0.60633,-0.27607,-0.21712,-0.52593
"1562","0",0.49788,0.45468,0.96082,-0.31685,-0.05188,1.74091,-2.8595,-0.76096,2.63199,-1.37983,-1.54858
"1563","0",1.09449,-0.05921,0.96082,-0.31685,-0.46725,-0.30033,-1.42424,1.45039,2.04506,-0.71126,-0.52593
"1564","0",0.49788,-0.05921,0.96082,-0.31685,0.82562,0.80523,0.29338,1.2861,0.25953,-1.37983,-1.18084
"1565","0",1.09449,-0.05921,0.96082,-0.31685,2.46262,-2.5383,-0.31776,-0.91699,-0.78155,-0.71126,-1.54858
"1568","0",-0.07854,1.16365,0.96082,-0.31685,-1.05308,1.2861,-0.45174,-0.15487,-0.00665,0.88113,-0.84637
"1570","0",-0.95197,-0.61113,0.96082,-0.31685,-0.58016,-0.30033,-0.84732,0.59042,0.58489,-0.71126,-1.54858
"1571","0",-0.07854,1.16365,0.96082,-0.31685,0.31287,0.00332,-0.31776,0.59042,0.41594,0.19268,0.7654
"1572","0",1.09449,-0.05921,0.96082,-0.31685,1.02119,0.32197,0.7233,1.61108,-0.52745,0.88113,-0.84637
"1573","0",0.49788,0.45468,0.96082,-0.31685,-0.05188,0.96248,-1.11902,0.94156,1.63088,-1.37983,-2.07848
"1574","0",0.49788,-0.61113,0.96082,-0.31685,-0.24649,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593
"1575","0",-0.07854,1.16365,0.96082,-0.31685,-0.24649,0.80523,-0.58331,1.45039,0.93949,0.19268,-0.84637
"1576","0",1.09449,0.45468,0.96082,-0.31685,-1.05308,-0.15487,-1.11902,-0.45321,0.58489,-1.37983,-0.84637
"1577","0",1.09449,1.16365,0.96082,-0.31685,0.41667,-0.43999,1.43533,1.2861,0.7583,-0.21712,-0.52593
"1578","0",0.49788,-1.7379,0.96082,-0.31685,-0.46725,0.16767,-0.45174,1.2861,0.58489,-1.37983,-0.52593
"1579","0",1.09449,-0.05921,0.96082,-0.31685,0.62967,-1.50796,-2.39883,-0.91699,0.12331,-1.37983,-2.07848
"1580","0",0.49788,1.16365,0.96082,-0.31685,-0.24649,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637
"1582","0",0.49788,1.16365,0.96082,-0.31685,0.73545,2.32338,0.14143,1.81866,0.12331,0.19268,0.7654
"1583","0",-0.07854,0.45468,0.96082,-0.31685,0.13606,1.11406,0.14143,-0.15487,0.58489,0.88113,0.40148
"1584","0",0.49788,0.45468,0.96082,-0.31685,0.04257,-0.15487,0.88309,-0.30172,0.58489,0.19268,-0.84637
"1585","0",0.49788,-0.05921,0.96082,-0.31685,-0.34799,0.80523,-1.68062,-0.60633,0.41594,-0.21712,-0.21575
"1588","0",0.49788,0.45468,0.96082,-0.31685,0.82562,-0.69509,-0.84732,1.45039,1.13407,-0.21712,0.40148
"1589","0",1.09449,-0.05921,0.96082,-0.31685,-2.05048,0.80523,-0.97631,2.75696,1.13407,-1.37983,-2.07848
"1590","0",1.09449,0.45468,0.96082,-0.31685,-0.79151,1.93886,-0.45174,1.11406,0.41594,0.88113,1.92173
"1591","0",0.49788,1.98437,0.96082,-0.31685,0.04257,0.80523,0.29338,-0.01729,-0.14277,-0.21712,-0.52593
"1592","0",-0.07854,0.45468,0.96082,-0.31685,-0.24649,1.11406,-0.45174,-0.15487,0.41594,-0.71126,-0.84637
"1593","0",-0.07854,0.45468,0.96082,-0.31685,-0.58016,1.74091,0.88309,-0.01729,-0.27607,1.29221,0.7654
"1594","0",1.82213,-0.61113,0.96082,-0.31685,-0.05188,0.63779,0.14143,0.43852,0.41594,-0.21712,-1.54858
"1595","0",0.49788,0.45468,0.96082,-0.31685,-0.67825,0.32197,-0.97631,0.59042,0.12331,-0.71126,-0.84637
"1596","0",-0.07854,1.16365,0.96082,-0.31685,-0.79151,1.2861,-1.82919,0.13136,0.7583,-0.71126,-0.84637
"1597","0",-0.07854,-0.05921,0.96082,-0.31685,-1.1943,1.11406,-1.42424,0.28783,-0.00665,-0.71126,-0.84637
"1598","0",-0.07854,-0.05921,0.96082,-0.31685,-0.67825,0.96248,-1.11902,-0.15487,0.58489,0.19268,-0.21575
"1600","0",1.82213,1.16365,0.96082,-0.31685,0.31287,0.47617,1.06238,-0.30172,-0.78155,0.52975,0.7654
"1601","0",-0.07854,0.45468,0.96082,-0.31685,-0.05188,2.8595,1.88511,0.94156,-0.89891,1.86203,1.2247
"1603","0",-0.07854,0.45468,0.96082,-0.50212,-0.24649,2.127,-2.21069,-0.91699,-0.14277,1.29221,-0.21575
"1604","0",0.49788,-0.05921,0.96082,-0.31685,-1.55078,1.45421,0.44585,0.43852,0.58489,-0.71126,-1.18084
"1605","0",0.49788,1.16365,0.96082,-0.31685,-0.79151,0.32197,-0.01928,-0.15487,1.13407,-0.21712,-0.21575
"1607","0",-0.07854,0.45468,0.96082,-0.31685,-0.14882,-1.09207,-1.68062,0.94156,0.7583,-0.71126,-2.07848
"1608","0",1.09449,0.45468,0.96082,-0.31685,0.22393,0.63779,-0.97631,0.76096,-0.52745,-1.37983,-2.07848
"1609","0",-0.07854,0.45468,0.96082,-0.31685,-0.34799,-0.43999,-1.42424,1.11406,0.93949,-1.37983,-1.54858
"1610","0",0.49788,0.45468,0.96082,-0.22166,0.13606,1.2861,-0.97631,0.43852,-0.00665,-0.21712,-0.21575
"1612","0",0.49788,1.98437,0.96082,-0.31685,-1.1943,0.47617,1.24033,1.11406,3.00537,-0.21712,0.07987
"1623","0",0.49788,-0.05921,0.96082,-0.31685,-0.79151,0.32197,-1.27553,0.76096,0.7583,-1.37983,-1.18084
"1624","0",-0.07854,-0.05921,0.96082,-0.31685,-1.43907,0.63779,-1.42424,0.59042,0.58489,-1.37983,-1.18084
"1625","0",-0.07854,1.16365,0.96082,-0.31685,-1.86962,1.2861,-1.27553,-0.15487,1.46191,-1.37983,-2.07848
"1626","0",-0.07854,1.16365,0.96082,-0.31685,0.62967,0.00332,-0.01928,0.76096,-0.00665,-1.37983,-0.52593
"1627","0",1.09449,-0.05921,0.96082,-0.31685,0.13606,-0.15487,-0.84732,0.28783,0.58489,0.52975,-0.52593
"1628","0",0.49788,0.45468,0.96082,-0.31685,-0.14882,0.47617,0.88309,-1.07533,-1.0145,0.19268,0.40148
"1629","0",0.49788,-0.05921,0.96082,-0.31685,-2.21844,0.47617,-0.17779,2.75696,1.13407,-0.71126,-0.84637
"1631","0",1.09449,-0.05921,0.96082,-1.10702,-0.34799,0.32197,-0.84732,-0.30172,0.41594,0.88113,0.40148
"1632","0",-0.95197,-1.22751,0.96082,-0.31685,0.04257,-1.37639,-1.27553,-0.01729,-0.00665,-1.37983,-2.07848
"1634","0",1.09449,-0.05921,0.96082,-0.31685,0.04257,0.63779,-1.68062,-1.07533,-0.00665,-0.71126,-1.18084
"1636","0",1.09449,-1.7379,0.96082,-0.31685,0.22393,-0.57545,-0.71727,0.28783,0.41594,-0.71126,-0.52593
"1637","0",1.09449,-0.05921,0.96082,-0.31685,-0.05188,0.16767,-0.97631,-0.15487,-0.27607,0.19268,-1.18084
"1638","0",0.49788,-0.05921,0.96082,-0.31685,0.31287,0.63779,-0.58331,0.59042,0.12331,0.52975,0.07987
"1639","0",1.09449,-0.05921,0.96082,-0.31685,1.02119,0.00332,-0.17779,0.94156,0.93949,0.19268,-0.84637
"1640","0",-0.07854,1.16365,0.96082,-0.31685,-1.69163,0.47617,-1.42424,-0.30172,1.13407,-1.37983,-0.84637
"1641","0",1.09449,-0.05921,0.96082,-0.31685,0.04257,-0.80615,-0.01928,0.43852,-0.14277,-0.71126,-0.84637
"1642","0",-0.07854,1.16365,0.96082,-0.31685,-0.67825,-0.15487,-0.71727,0.76096,0.25953,-0.21712,-0.21575
"1646","0",-0.07854,1.16365,0.96082,-0.31685,-0.67825,0.47617,-0.17779,0.76096,1.46191,-0.21712,-0.52593
"1647","0",-0.07854,0.45468,0.96082,-0.31685,-0.14882,-0.30033,-0.84732,-0.30172,1.46191,-0.71126,-0.21575
"1648","0",-0.07854,0.45468,0.96082,-0.31685,0.04257,1.58487,1.24033,1.2861,0.58489,1.29221,0.40148
"1651","0",-0.07854,1.98437,0.96082,-0.31685,-0.79151,0.96248,-0.31776,1.81866,1.46191,-0.71126,0.07987
"1653","0",0.49788,0.45468,0.96082,-0.31685,-0.79151,1.11406,-1.82919,0.76096,0.93949,-0.71126,-1.54858
"1654","0",-0.95197,0.45468,0.96082,-0.31685,1.72012,-1.23177,-0.71727,-0.60633,0.12331,-1.37983,0.40148
"1657","0",1.09449,0.45468,0.96082,-0.31685,-2.21844,0.63779,0.29338,0.13136,0.41594,-1.37983,-0.84637
"1659","0",-0.95197,-2.43591,0.96082,-0.31685,-0.67825,-0.15487,-0.31776,1.61108,-0.27607,-0.71126,0.40148
"1661","0",-0.07854,-0.61113,0.96082,-0.31685,-1.05308,0.00332,-0.31776,0.43852,-0.78155,0.19268,0.40148
"1662","0",-0.07854,1.98437,0.96082,-0.31685,0.04257,0.47617,0.44585,0.76096,-0.14277,1.86203,1.2247
"1663","0",-0.07854,0.45468,0.96082,-0.31685,-0.58016,0.47617,-0.71727,2.03972,0.93949,0.19268,-0.21575
"1665","0",-0.07854,1.98437,-0.09765,-0.31685,0.13606,-0.43999,-1.55521,-0.01729,0.93949,-1.37983,-1.54858
"1667","0",0.49788,0.45468,-0.09765,-0.31685,-1.1943,-0.57545,-0.71727,0.43852,0.93949,0.88113,0.7654
"1670","0",-0.07854,0.45468,0.96082,-0.31685,-0.58016,0.16767,-0.58331,0.76096,-1.13788,-0.21712,0.07987
"1674","0",-0.07854,0.45468,0.96082,-0.31685,2.28554,-2.11437,-0.97631,1.11406,-0.65253,-1.37983,-0.84637
"1675","0",-0.95197,-0.61113,-0.57009,-0.31685,1.37297,0.00332,-0.01928,0.76096,-0.27607,0.19268,-0.21575
"1676","0",1.09449,-0.05921,0.96082,-0.31685,-0.24649,0.80523,-1.68062,1.2861,1.13407,-0.71126,-1.54858
"1677","0",-0.95197,0.45468,0.96082,-0.31685,0.13606,0.63779,-0.01928,-2.21844,1.63088,0.19268,0.40148
"1678","0",-0.95197,0.45468,0.96082,-0.31685,-0.05188,1.2861,-0.71727,0.43852,0.41594,-0.71126,-0.52593
"1679","0",1.09449,-0.61113,0.96082,-0.31685,-0.24649,1.58487,-0.84732,1.2861,0.58489,-0.71126,-0.84637
"1683","0",-0.95197,-0.61113,-0.57009,-1.10702,1.37297,-2.03972,0.88309,-0.01729,-1.13788,-0.21712,0.40148
"1684","0",0.49788,-0.05921,0.96082,-0.31685,-1.05308,0.63779,-0.45174,0.59042,0.58489,-0.21712,-0.21575
"1685","0",-0.07854,-0.05921,0.24923,-0.31685,1.49158,-2.32338,-1.11902,2.03972,-0.27607,-0.71126,-1.54858
"1686","0",-0.07854,1.16365,-0.57009,-0.31685,0.13606,0.96248,1.65653,0.43852,-0.27607,0.52975,0.07987
"1689","0",-0.07854,1.98437,0.96082,-0.31685,-1.43907,0.80523,-0.01928,2.46262,-0.27607,-0.21712,-0.21575
"1690","0",-0.07854,0.45468,0.96082,-0.31685,0.73545,-0.30033,-0.31776,0.43852,-0.40581,-1.37983,-0.21575
"1691","0",-0.07854,0.45468,0.96082,-0.31685,-0.46725,0.80523,-0.97631,1.45039,1.13407,-1.37983,-1.18084
"1696","0",1.09449,0.45468,0.96082,-0.31685,0.62967,-0.57545,0.7233,-0.15487,0.41594,0.52975,-0.84637
"1697","0",-0.07854,1.16365,-0.57009,-0.31685,-1.69163,0.80523,0.7233,-0.15487,-0.00665,-0.21712,0.07987
"1699","0",0.49788,0.45468,-0.57009,-0.31685,1.98437,-0.80615,2.15324,0.76096,-0.00665,1.29221,1.92173
"1700","0",-0.07854,-0.05921,0.96082,-0.31685,-0.58016,0.47617,-1.97495,0.28783,0.93949,-0.71126,-0.84637
"1705","0",-0.95197,-0.05921,0.96082,-0.31685,-0.46725,0.80523,-0.58331,0.94156,-0.14277,0.52975,-0.84637
"1706","0",0.49788,0.45468,0.96082,-0.31685,-0.46725,0.96248,-0.84732,0.28783,1.13407,0.19268,-0.21575
"1707","0",1.09449,0.45468,0.96082,-0.31685,-1.05308,1.2861,-0.84732,0.94156,-0.14277,-0.21712,-0.52593
"1708","0",0.49788,-1.22751,0.96082,-0.31685,-0.79151,-0.80615,0.7233,-0.91699,0.25953,-0.71126,-0.21575
"1709","0",-0.07854,0.45468,0.96082,-0.31685,0.04257,1.74091,0.58331,0.13136,-0.14277,1.29221,1.2247
"1711","0",0.49788,1.98437,0.96082,0.1144,-2.3436,1.74091,-0.01928,0.59042,2.63199,0.88113,-0.21575
"1712","0",1.09449,-1.7379,0.96082,-0.31685,-0.05188,-0.30033,-1.68062,1.2861,1.46191,-1.37983,-1.18084
"1715","0",0.49788,1.16365,0.96082,0.1144,0.41667,-0.80615,1.06238,0.76096,0.58489,-0.71126,-0.21575
"1717","0",-0.07854,0.45468,0.96082,-0.31685,0.04257,-0.43999,-0.01928,0.94156,-1.38502,-0.71126,0.07987
"1718","0",-0.07854,0.45468,0.96082,-0.31685,0.41667,1.11406,-1.11902,2.46262,1.30612,-1.37983,-1.54858
"1719","0",-0.07854,-1.22751,0.96082,-0.31685,-0.46725,0.16767,-2.63199,0.59042,1.13407,0.52975,-0.84637
"1722","0",1.09449,-0.05921,0.96082,-0.31685,-1.32828,0.16767,-0.58331,0.28783,0.58489,-1.37983,-0.84637
"1723","0",-0.07854,-1.7379,0.96082,-0.31685,-1.1943,-1.23177,-2.21069,1.81866,0.58489,-2.55524,-2.07848
"1724","0",-0.07854,1.16365,0.96082,-0.31685,0.13606,0.32197,0.58331,-0.76096,-0.52745,-2.55524,-0.84637
"1725","0",-0.95197,-1.7379,0.96082,-0.31685,-1.69163,0.32197,-1.82919,1.81866,0.7583,-0.21712,-1.18084
"1728","0",-0.07854,-0.61113,0.96082,-0.31685,0.62967,-1.37639,-0.71727,-0.01729,-0.78155,-0.21712,0.7654
"1732","0",1.09449,-0.05921,0.96082,-0.31685,-1.05308,0.80523,-0.58331,0.94156,1.46191,0.19268,0.07987
"1733","0",-0.07854,1.16365,0.96082,-0.31685,-2.42317,0.32197,-2.21069,2.03972,2.04506,-0.21712,-0.52593
"1736","0",1.82213,-2.43591,0.96082,-0.31685,-0.14882,0.16767,-0.71727,0.94156,0.58489,-0.71126,-0.52593
"1737","0",-0.07854,-0.05921,0.96082,-0.31685,0.22393,0.00332,-0.45174,0.28783,-0.00665,-0.71126,-1.18084
"1738","0",1.09449,0.45468,0.96082,-0.31685,-0.92104,0.32197,-0.58331,-0.15487,1.13407,-1.37983,-2.07848
"1739","0",-0.07854,0.45468,-0.57009,-0.31685,1.49158,0.63779,0.88309,-1.6209,-0.00665,-1.37983,-1.18084
"1741","0",0.49788,1.16365,0.96082,-0.31685,-0.58016,0.47617,-0.58331,-0.30172,0.93949,-0.21712,-0.84637
"1742","0",1.82213,-0.61113,0.96082,-0.31685,-0.46725,-0.94779,-1.42424,0.43852,-0.00665,-0.71126,-0.52593
"1743","0",-0.07854,-1.7379,0.96082,-0.31685,-1.86962,0.96248,-0.97631,2.23427,2.33337,-1.37983,-0.84637
"1744","0",0.49788,1.16365,0.96082,-1.10702,-0.24649,-0.57545,-0.58331,0.13136,0.12331,-0.21712,-1.18084
"1745","0",1.09449,-0.61113,0.96082,-0.31685,0.13606,0.80523,0.44585,1.45039,-0.14277,0.19268,-0.21575
"1747","0",-0.07854,-1.43719,-0.57009,-0.31685,2.61139,-0.43999,-0.45174,-1.92595,-2.04506,0.88113,-0.21575
"1749","0",-0.07854,0.45468,-0.57009,-0.31685,1.98437,0.63779,1.43533,-1.07533,-0.65253,1.29221,1.2247
"1751","0",-0.07854,-0.05921,0.96082,-0.31685,-0.14882,1.58487,-0.01928,0.13136,-0.40581,0.88113,0.07987
"1753","0",-0.95197,-1.22751,-0.57009,-0.31685,1.02119,1.45421,2.44904,-0.45321,1.13407,0.52975,0.7654
"1758","0",1.09449,-0.05921,0.96082,-0.31685,-0.58016,0.32197,0.14143,-1.34289,0.93949,0.19268,-0.21575
"1759","0",0.49788,-0.05921,0.96082,-0.31685,-0.24649,-0.57545,-0.17779,-0.30172,0.7583,0.88113,0.40148
"1761","0",-0.95197,0.45468,-0.28519,-0.31685,-0.79151,-1.09207,1.88511,0.28783,3.00537,-0.21712,1.2247
"1764","0",-0.07854,0.45468,-0.57009,-0.31685,0.82562,-1.23177,1.24033,2.75696,0.25953,-0.71126,-0.52593
"1766","0",-0.07854,-0.61113,-0.28519,-0.31685,0.91093,-0.94779,1.24033,-0.01729,-0.65253,-0.21712,-0.84637
"1767","0",0.49788,-0.05921,0.96082,-0.31685,-0.79151,0.47617,-1.11902,0.59042,-0.00665,-0.71126,-0.21575
"1774","0",-0.95197,0.45468,-0.57009,-0.31685,0.82562,-1.09207,1.43533,0.28783,1.13407,0.88113,1.92173
"1776","0",-0.95197,0.45468,-0.57009,-0.31685,-0.05188,0.32197,-0.01928,-2.5383,0.7583,0.88113,0.7654
"1780","0",-0.07854,-1.43719,0.96082,-0.31685,-0.34799,0.47617,0.7233,0.43852,1.30612,0.88113,0.40148
"1781","0",-0.07854,-0.61113,0.96082,-0.22166,1.23461,-0.80615,-0.84732,-1.07533,-0.89891,1.29221,1.92173
"1783","0",-0.07854,1.16365,0.96082,-0.31685,-0.14882,-0.57545,-0.45174,0.43852,0.25953,-1.37983,-1.54858
"1786","0",1.09449,0.45468,-0.28519,-0.31685,-0.34799,-1.09207,-0.17779,-0.60633,0.58489,-0.71126,-0.52593
"1792","0",-0.95197,-0.61113,-0.57009,-0.31685,0.82562,-1.7625,2.90161,0.13136,-0.78155,1.86203,1.2247
"1794","0",0.49788,-1.7379,0.96082,-0.31685,0.73545,-0.57545,-2.09015,-0.76096,-1.92173,-0.21712,-0.52593
"1804","0",0.49788,-0.05921,-0.57009,-0.31685,0.04257,-0.80615,-0.84732,-0.15487,-1.13788,0.52975,-1.18084
"1806","0",-0.95197,1.16365,0.96082,-1.10702,0.41667,-0.80615,-0.58331,0.13136,-0.40581,-1.37983,-1.54858
"1812","0",0.49788,0.45468,0.24923,-0.31685,0.91093,-0.69509,2.44904,-0.45321,1.46191,0.19268,1.2247
"1813","0",-0.95197,1.16365,0.96082,-0.31685,0.13606,0.32197,-0.97631,1.61108,0.93949,-0.71126,-1.18084
"1815","0",-0.95197,-0.61113,-0.57009,0.1144,-0.05188,-1.23177,0.29338,1.11406,0.25953,0.88113,0.7654
"1816","0",-0.07854,0.45468,-0.57009,-0.31685,0.13606,0.63779,0.58331,-0.60633,-0.14277,1.86203,0.7654
"1819","0",1.09449,-0.61113,-0.57009,-0.31685,1.37297,-0.15487,0.44585,0.43852,-0.65253,1.86203,-0.52593
"1821","0",-0.95197,-0.61113,-0.57009,-0.31685,1.23461,-1.23177,1.06238,-0.30172,-2.30408,0.88113,-0.21575
"1824","0",-0.95197,0.45468,-0.57009,-0.31685,0.22393,-0.30033,0.88309,1.2861,-0.00665,0.88113,0.07987
"1825","0",-0.07854,0.45468,-0.57009,-0.31685,-1.05308,-1.50796,0.14143,0.28783,0.25953,-0.21712,0.7654
"1826","0",-0.07854,1.16365,-0.57009,-0.31685,-0.34799,1.11406,0.44585,-2.5383,-0.14277,0.88113,1.2247
"1831","0",0.49788,0.45468,-0.57009,-0.31685,-0.34799,-1.09207,0.29338,-0.30172,1.30612,-0.21712,-0.21575
"1834","0",0.49788,-0.05921,-0.57009,-0.31685,1.98437,-1.92173,0.88309,0.28783,-1.78169,0.88113,-1.18084
"1835","0",0.49788,-0.61113,-0.57009,-0.31685,0.31287,-1.50796,0.44585,0.76096,-0.27607,-0.21712,0.7654
"1836","0",0.49788,-0.05921,-0.57009,-0.31685,-0.05188,-0.80615,-0.01928,0.59042,0.25953,-1.37983,-2.07848
"1845","0",-0.95197,0.45468,-0.57009,-0.31685,1.60383,-0.94779,1.24033,-0.91699,-1.38502,2.90161,1.92173
"1848","0",-0.07854,0.45468,-0.57009,-0.31685,2.127,-1.37639,1.88511,0.76096,-1.0145,0.19268,-1.18084
"1851","0",-0.07854,1.16365,0.96082,-0.31685,-0.14882,-0.15487,-0.45174,-0.30172,0.93949,-0.21712,0.7654
"1862","0",-0.07854,0.45468,-0.57009,0.1144,-0.34799,0.00332,1.24033,-0.15487,0.41594,0.88113,0.40148
"1864","0",-0.95197,-0.61113,-0.57009,-0.31685,0.62967,0.63779,2.90161,-1.07533,0.93949,0.88113,1.2247
"1866","0",-0.95197,-0.05921,-0.57009,-0.31685,0.04257,0.00332,2.44904,-0.60633,-2.18109,0.88113,1.2247
"1867","0",-0.95197,0.45468,-0.57009,-0.31685,0.13606,-0.80615,1.43533,0.28783,1.63088,-0.71126,-0.21575
"1871","0",-0.07854,0.45468,-0.28519,-0.31685,-1.05308,0.96248,1.88511,1.81866,1.30612,-0.71126,0.07987
"1881","0",-0.95197,-0.61113,-0.57009,-0.31685,-1.1943,1.74091,1.88511,0.76096,-1.13788,0.88113,1.92173
"1883","0",-0.07854,0.45468,-0.57009,-0.31685,1.13281,-1.37639,-1.27553,-1.772,-1.38502,0.52975,-0.52593
"1884","0",-0.95197,-0.61113,-0.57009,-0.31685,0.91093,-1.92173,0.29338,-1.6209,-2.57309,1.29221,1.2247
